element,sp_num,obs_wl_air(nm),unc_obs_wl,ritz_wl_air(nm),unc_ritz_wl,wn(cm-1),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
Mn,1,"=""283.079""","=""""","=""""","=""""","=""35315.4""","=""80""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Mn,2,"=""283.0848""","=""0.0006""","=""283.08408""","=""0.00024""","=""35314.74""","=""30""","=""""",,"=""53781.735""","=""89096.54""","=""3d6""","=""e 3F""","=""3""","=""3d5.(a 2G).4p""","=""3G*""","=""4""",,"=""""","=""L562""",
Mn,2,"=""283.0914""","=""0.0006""","=""283.09069""","=""0.00024""","=""35313.88""","=""20""","=""""",,"=""47073.64""","=""82387.62""","=""3d5.(2F).4s""","=""a 1F""","=""3""","=""3d5.(2F).4p""","=""y 3G*""","=""3""",,"=""""","=""L562""",
Mn,2,"=""283.3853""","=""0.0006""","=""283.3862""","=""0.0004""","=""35277.26""","=""30""","=""""",,"=""44315.26""","=""79592.42""","=""3d5.(2I).4s""","=""b 1I""","=""6""","=""3d5.(2I).4p""","=""y 3H*""","=""6""",,"=""""","=""L562""",
Mn,2,"=""283.4626""","=""0.0006""","=""283.46399""","=""0.00024""","=""35267.64""","=""5""","=""""",,"=""31662.04""","=""66929.517""","=""3d6""","=""a 3F""","=""3""","=""3d5.(4P).4p""","=""z 5S*""","=""2""",,"=""""","=""L562""",
Mn,2,"=""283.532""","=""0.0015""","=""283.5326""","=""0.0006""","=""35259.1""","=""0""","=""""",,"=""55759.322""","=""91018.27""","=""3d5.(2F).4s""","=""c 1F""","=""3""","=""3d5.(b 2F).4p""","=""u 3G*""","=""3""",,"=""""","=""L562""",
Mn,2,"=""283.5485""","=""0.0006""","=""283.5493""","=""0.0003""","=""35256.97""","=""40""","=""""",,"=""53805.822""","=""89062.69""","=""3d6""","=""e 3F""","=""4""","=""3d5.(a 2G).4p""","=""1H*""","=""5""",,"=""""","=""L562""",
Mn,1,"=""283.631""","=""""","=""""","=""""","=""35246.7""","=""27""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Mn,2,"=""283.756""","=""0.0015""","=""283.7566""","=""0.0004""","=""35231.2""","=""30""","=""""",,"=""30523.71""","=""65754.82""","=""3d6""","=""a 3H""","=""6""","=""3d5.(4G).4p""","=""z 5H*""","=""6""",,"=""""","=""L562""",
Mn,2,"=""283.8707""","=""0.0006""","=""283.87060""","=""0.00014""","=""35216.94""","=""40""","=""""",,"=""43696.217""","=""78913.180""","=""3d5.(4F).4s""","=""a 5F""","=""3""","=""3d5.(a 2D).4p""","=""z 1D*""","=""2""",,"=""""","=""L562""",
Mn,2,"=""283.950""","=""0.0015""","=""283.9504""","=""0.0003""","=""35207.16""","=""0""","=""""",,"=""52373.269""","=""87580.34""","=""3d5.(2F).4s""","=""d 3F""","=""3""","=""3d5.(a 2G).4p""","=""u 3F*""","=""4""",,"=""""","=""L562""",
Mn,2,"=""284.0355""","=""0.0006""","=""284.0352""","=""0.0003""","=""35196.51""","=""80""","=""4.5e+07""",D,"=""52383.78""","=""87580.34""","=""3d5.(2F).4s""","=""d 3F""","=""4""","=""3d5.(a 2G).4p""","=""u 3F*""","=""4""",,"=""c88""","=""L562""",
Mn,2,"=""284.261""","=""0.0015""","=""284.26336""","=""0.00024""","=""35168.7""","=""5""","=""""",,"=""31761.21""","=""66929.517""","=""3d6""","=""a 3F""","=""2""","=""3d5.(4P).4p""","=""z 5S*""","=""2""",,"=""""","=""L562""",
Mn,2,"=""284.4246""","=""0.0006""","=""284.4249""","=""0.0003""","=""35148.39""","=""30""","=""""",,"=""46903.32""","=""82051.65""","=""3d5.(2D).4s""","=""b 1D""","=""2""","=""3d5.(4F).4p""","=""x 5F*""","=""3""",,"=""""","=""L562""",
Mn,2,"=""284.4550""","=""0.0006""","=""284.4554""","=""0.0006""","=""35144.62""","=""20""","=""""",,"=""74560.181""","=""109704.74""","=""3d5.(6S).5s""","=""e 7S""","=""3""","=""3d4.(a 3P).4s.4p.(3P*)""","=""y 5S*""","=""2""",,"=""""","=""L562""",
Mn,2,"=""284.4894""","=""0.0006""","=""284.49006""","=""0.00024""","=""35140.36""","=""10""","=""""",,"=""31761.21""","=""66901.494""","=""3d6""","=""a 3F""","=""2""","=""3d5.(4G).4p""","=""z 5F*""","=""2""",,"=""""","=""L562""",
Mn,2,"=""284.533""","=""0.0015""","=""284.5333""","=""0.0003""","=""35134.9""","=""10""","=""""",,"=""30523.71""","=""65658.65""","=""3d6""","=""a 3H""","=""6""","=""3d5.(4G).4p""","=""z 5H*""","=""5""",,"=""""","=""L562""",
Mn,2,"=""284.5846""","=""0.0006""","=""284.58480""","=""0.00024""","=""35128.61""","=""20""","=""4.9e+06""",D+,"=""31514.71""","=""66643.296""","=""3d6""","=""a 3F""","=""4""","=""3d5.(4G).4p""","=""z 5F*""","=""4""",,"=""T7259""","=""L562""",
Mn,2,"=""284.6036""","=""0.0006""","=""284.6037""","=""0.0004""","=""35126.26""","=""100""","=""8.8e+07""",C,"=""49517.69""","=""84643.94""","=""3d5.(2G).4s""","=""c 3G""","=""5""","=""3d5.(a 2G).4p""","=""x 3H*""","=""6""",,"=""c88""","=""L562""",
Mn,2,"=""284.6879""","=""0.0006""","=""284.68787""","=""0.00016""","=""35115.85""","=""20""","=""""",,"=""36274.62""","=""71390.488""","=""3d5.(4P).4s""","=""b 3P""","=""2""","=""3d5.(4D).4p""","=""x 5P*""","=""3""",,"=""""","=""L562""",
Mn,2,"=""284.9945""","=""0.0006""","=""284.99485""","=""0.00016""","=""35078.09""","=""15""","=""""",,"=""32787.90""","=""67865.945""","=""3d5.(4D).4s""","=""b 5D""","=""4""","=""3d5.(4G).4p""","=""z 3F*""","=""4""",,"=""""","=""L562""",
Mn,2,"=""285.1185""","=""0.0006""","=""285.11845""","=""0.00014""","=""35062.83""","=""80""","=""""",,"=""43850.341""","=""78913.180""","=""3d5.(4F).4s""","=""a 5F""","=""2""","=""3d5.(a 2D).4p""","=""z 1D*""","=""2""",,"=""""","=""L562""",
Mn,2,"=""285.155""","=""0.0015""","=""285.15504""","=""0.00024""","=""35058.3""","=""20""","=""""",,"=""32787.90""","=""67846.24""","=""3d5.(4D).4s""","=""b 5D""","=""4""","=""3d5.(4G).4p""","=""z 3H*""","=""5""",,"=""""","=""L562""",
Mn,2,"=""285.1957""","=""0.0006""","=""285.19613""","=""0.00024""","=""35053.3""","=""10""","=""""",,"=""32857.27""","=""67910.56""","=""3d5.(4D).4s""","=""b 5D""","=""3""","=""3d5.(4G).4p""","=""z 3H*""","=""4""",,"=""""","=""L562""",
Mn,2,"=""285.2769""","=""0.0006""","=""""","=""""","=""35043.36""","=""3""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L562""",
Mn,2,"=""285.3369""","=""0.0006""","=""285.33684""","=""0.00016""","=""35036.00""","=""30""","=""""",,"=""33248.66""","=""68284.664""","=""3d5.(4G).4s""","=""a 3G""","=""4""","=""3d5.(4P).4p""","=""y 5P*""","=""3""",,"=""""","=""L562""",
Mn,2,"=""285.4142""","=""0.0006""","=""285.41549""","=""0.00024""","=""35026.51""","=""20""","=""""",,"=""47073.64""","=""82099.99""","=""3d5.(2F).4s""","=""a 1F""","=""3""","=""3d5.(2F).4p""","=""y 3G*""","=""4""",,"=""""","=""L562""",
Mn,2,"=""285.431""","=""0.002""","=""285.42895""","=""0.00024""","=""35024.4""","=""40D*""","=""4.0e+05""",D,"=""31662.04""","=""66686.739""","=""3d6""","=""a 3F""","=""3""","=""3d5.(4G).4p""","=""z 5F*""","=""3""",,"=""T7259""","=""L562""",
Mn,2,"=""285.431""","=""0.002""","=""285.43312""","=""0.00016""","=""35024.4""","=""40D*""","=""""",,"=""32787.90""","=""67812.087""","=""3d5.(4D).4s""","=""b 5D""","=""4""","=""3d5.(4G).4p""","=""z 3F*""","=""3""",,"=""""","=""L562""",
Mn,2,"=""285.5014""","=""0.0006""","=""285.50116""","=""0.00024""","=""35015.81""","=""40""","=""""",,"=""49291.36""","=""84307.20""","=""3d6""","=""b 1F""","=""3""","=""3d5.(a 2G).4p""","=""x 3H*""","=""4""",,"=""""","=""L562""",
Mn,2,"=""285.5200""","=""0.0006""","=""285.52033""","=""0.00024""","=""35013.52""","=""50""","=""2.3e+07""",D,"=""44899.851""","=""79913.34""","=""3d5.(2F).4s""","=""b 3F""","=""3""","=""3d5.(a 2D).4p""","=""x 3F*""","=""4""",,"=""c88""","=""L562""",
Mn,2,"=""285.6240""","=""0.0006""","=""285.6237""","=""0.0003""","=""35000.77""","=""40""","=""3.1e+07""",D,"=""49427.371""","=""84428.19""","=""3d5.(2G).4s""","=""c 3G""","=""4""","=""3d5.(a 2G).4p""","=""x 3H*""","=""5""",,"=""c88""","=""L562""",
Mn,2,"=""285.7027""","=""0.0006""","=""285.70205""","=""0.00025""","=""34991.14""","=""50""","=""""",,"=""44521.54""","=""79512.76""","=""3d5.(2F).4s""","=""b 3F""","=""4""","=""3d5.(a 2D).4p""","=""x 3F*""","=""3""",,"=""""","=""L562""",
Mn,2,"=""285.8002""","=""0.0006""","=""285.80072""","=""0.00025""","=""34979.19""","=""20""","=""""",,"=""30679.51""","=""65658.65""","=""3d6""","=""a 3H""","=""5""","=""3d5.(4G).4p""","=""z 5H*""","=""5""",,"=""""","=""L562""",
Mn,2,"=""285.965""","=""0.0015""","=""285.96571""","=""0.00025""","=""34958.9""","=""20""","=""""",,"=""36364.64""","=""71323.60""","=""3d5.(4P).4s""","=""b 3P""","=""1""","=""3d5.(4D).4p""","=""x 5P*""","=""2""",,"=""""","=""L562""",
Mn,2,"=""285.983""","=""0.0015""","=""285.98378""","=""0.00016""","=""34956.9""","=""1""","=""""",,"=""66542.539""","=""101499.29""","=""3d5.(4G).4p""","=""z 5F*""","=""5""","=""3d5.(4G).5s""","=""e 5G""","=""4""",,"=""""","=""L562""",
Mn,2,"=""285.999""","=""0.0015""","=""285.99961""","=""0.00016""","=""34954.8""","=""1""","=""""",,"=""32857.27""","=""67812.087""","=""3d5.(4D).4s""","=""b 5D""","=""3""","=""3d5.(4G).4p""","=""z 3F*""","=""3""",,"=""""","=""L562""",
Mn,12,"=""""","=""""","=""286""","=""""","=""34900""","=""""","=""3.5e+01""",E,"=""7200""","=""42140""","=""3s2.3p2""","=""3P""","=""1""","=""3s2.3p2""","=""1D""","=""2""",M1,"=""T4830""","=""""",
Mn,12,"=""""","=""""","=""286""","=""""","=""34900""","=""""","=""2.3e-02""",E,"=""7200""","=""42140""","=""3s2.3p2""","=""3P""","=""1""","=""3s2.3p2""","=""1D""","=""2""",E2,"=""T4830""","=""""",
Mn,2,"=""286.0628""","=""0.0006""","=""286.06308""","=""0.00025""","=""34947.09""","=""20""","=""""",,"=""66542.539""","=""101489.60""","=""3d5.(4G).4p""","=""z 5F*""","=""5""","=""3d5.(4G).5s""","=""e 5G""","=""5""",,"=""""","=""L562""",
Mn,2,"=""286.125""","=""0.0015""","=""286.1248""","=""0.0003""","=""34939.5""","=""0""","=""""",,"=""72011.05""","=""106950.57""","=""3d5.(4D).4p""","=""y 5D*""","=""4""","=""3d5.(4D).5s""","=""g 5D""","=""3""",,"=""""","=""L562""",
Mn,2,"=""286.1303""","=""0.0006""","=""286.1303""","=""0.0003""","=""34938.85""","=""30""","=""7.e+07""",D,"=""67766.817""","=""102705.67""","=""3d5.(4G).4p""","=""z 3F*""","=""2""","=""3d5.(4G).5s""","=""e 3G""","=""3""",,"=""c88""","=""L562""",
Mn,2,"=""286.1540""","=""0.0006""","=""286.1542""","=""0.0003""","=""34935.96""","=""50""","=""1.4e+08""",C,"=""67744.44""","=""102680.37""","=""3d5.(4G).4p""","=""z 3H*""","=""6""","=""3d5.(4G).5s""","=""e 3G""","=""5""",,"=""c88""","=""L562""",
Mn,2,"=""286.2023""","=""0.0006""","=""286.20218""","=""0.00016""","=""34930.06""","=""2""","=""""",,"=""32836.74""","=""67766.817""","=""3d5.(4D).4s""","=""b 5D""","=""1""","=""3d5.(4G).4p""","=""z 3F*""","=""2""",,"=""""","=""L562""",
Mn,2,"=""286.2389""","=""0.0018""","=""286.23945""","=""0.00025""","=""34925.60""","=""40*""","=""""",,"=""31761.21""","=""66686.739""","=""3d6""","=""a 3F""","=""2""","=""3d5.(4G).4p""","=""z 5F*""","=""3""",,"=""""","=""L562""",
Mn,2,"=""286.2389""","=""0.0018""","=""286.2403""","=""0.0003""","=""34925.60""","=""40*""","=""9.1e+07""",C,"=""66542.539""","=""101467.97""","=""3d5.(4G).4p""","=""z 5F*""","=""5""","=""3d5.(4G).5s""","=""e 5G""","=""6""",,"=""c88""","=""L562""",
Mn,2,"=""286.282""","=""0.0015""","=""286.2831""","=""0.0003""","=""34920.3""","=""15""","=""""",,"=""47073.64""","=""81993.85""","=""3d5.(2F).4s""","=""a 1F""","=""3""","=""3d5.(4F).4p""","=""x 5F*""","=""4""",,"=""""","=""L562""",
Mn,2,"=""286.321""","=""0.0015""","=""286.32067""","=""0.00025""","=""34915.5""","=""5""","=""""",,"=""31761.21""","=""66676.833""","=""3d6""","=""a 3F""","=""2""","=""3d5.(4P).4p""","=""z 5D*""","=""2""",,"=""""","=""L562""",
Mn,2,"=""286.362""","=""0.0015""","=""286.3627""","=""0.0003""","=""34910.59""","=""0""","=""""",,"=""49517.69""","=""84428.19""","=""3d5.(2G).4s""","=""c 3G""","=""5""","=""3d5.(a 2G).4p""","=""x 3H*""","=""5""",,"=""""","=""L562""",
Mn,2,"=""286.3707""","=""0.0018""","=""286.3696""","=""0.0003""","=""34909.51""","=""15*""","=""""",,"=""46903.32""","=""81812.98""","=""3d5.(2D).4s""","=""b 1D""","=""2""","=""3d5.(2D).4p""","=""x 3D*""","=""2""",,"=""""","=""L562""",
Mn,2,"=""286.3707""","=""0.0018""","=""286.37050""","=""0.00016""","=""34909.51""","=""15*""","=""""",,"=""32857.27""","=""67766.817""","=""3d5.(4D).4s""","=""b 5D""","=""3""","=""3d5.(4G).4p""","=""z 3F*""","=""2""",,"=""""","=""L562""",
Mn,2,"=""286.4804""","=""0.0006""","=""286.48012""","=""0.00025""","=""34896.14""","=""50""","=""3.4e+07""",D,"=""51553.11""","=""86449.30""","=""3d5.(2H).4s""","=""a 1H""","=""5""","=""3d5.(4F).4p""","=""3F*""","=""4""",,"=""c88""","=""L562""",
Mn,2,"=""286.5012""","=""0.0006""","=""286.5015""","=""0.0003""","=""34893.62""","=""1""","=""""",,"=""67812.087""","=""102705.67""","=""3d5.(4G).4p""","=""z 3F*""","=""3""","=""3d5.(4G).5s""","=""e 3G""","=""3""",,"=""""","=""L562""",
Mn,2,"=""286.5182""","=""0.0006""","=""286.51811""","=""0.00016""","=""34891.59""","=""40""","=""7.e+07""",D,"=""67812.087""","=""102703.65""","=""3d5.(4G).4p""","=""z 3F*""","=""3""","=""3d5.(4G).5s""","=""e 3G""","=""4""",,"=""c88""","=""L562""",
Mn,2,"=""286.560""","=""0.0015""","=""286.5595""","=""0.0003""","=""34886.47""","=""10""","=""""",,"=""30679.51""","=""65566.03""","=""3d6""","=""a 3H""","=""5""","=""3d5.(4G).4p""","=""z 5H*""","=""4""",,"=""""","=""L562""",
Mn,2,"=""286.634""","=""0.0015""","=""286.6344""","=""0.0003""","=""34877.5""","=""30""","=""""",,"=""46903.32""","=""81780.73""","=""3d5.(2D).4s""","=""b 1D""","=""2""","=""3d5.(4F).4p""","=""y 5G*""","=""3""",,"=""""","=""L562""",
Mn,2,"=""286.652""","=""0.0015""","=""286.6527""","=""0.0004""","=""34875.3""","=""30""","=""9.e+07""",D,"=""72011.05""","=""106886.23""","=""3d5.(4D).4p""","=""y 5D*""","=""4""","=""3d5.(4D).5s""","=""g 5D""","=""4""",,"=""c88""","=""L562""",
Mn,2,"=""286.761""","=""0.0015""","=""286.7562""","=""0.0004""","=""34862.0""","=""0""","=""""",,"=""30796.06""","=""65658.65""","=""3d6""","=""a 3H""","=""4""","=""3d5.(4G).4p""","=""z 5H*""","=""5""",,"=""""","=""L562""",
Mn,2,"=""286.7989""","=""0.0006""","=""286.79885""","=""0.00025""","=""34857.40""","=""40""","=""1.4e+08""",C,"=""67846.24""","=""102703.65""","=""3d5.(4G).4p""","=""z 3H*""","=""5""","=""3d5.(4G).5s""","=""e 3G""","=""4""",,"=""c88""","=""L562""",
Mn,2,"=""286.8095""","=""0.0006""","=""286.81050""","=""0.00016""","=""34856.11""","=""10""","=""""",,"=""66643.296""","=""101499.29""","=""3d5.(4G).4p""","=""z 5F*""","=""4""","=""3d5.(4G).5s""","=""e 5G""","=""4""",,"=""""","=""L562""",
Mn,2,"=""286.817""","=""0.0015""","=""286.8175""","=""0.0003""","=""34855.3""","=""5""","=""""",,"=""66645.116""","=""101500.26""","=""3d5.(4P).4p""","=""z 5D*""","=""1""","=""3d5.(4G).5s""","=""e 5G""","=""2""",,"=""""","=""L562""",
Mn,2,"=""286.8898""","=""0.0006""","=""286.89026""","=""0.00025""","=""34846.36""","=""40""","=""8.e+07""",D,"=""66643.296""","=""101489.60""","=""3d5.(4G).4p""","=""z 5F*""","=""4""","=""3d5.(4G).5s""","=""e 5G""","=""5""",,"=""c88""","=""L562""",
Mn,2,"=""286.9252""","=""0.0006""","=""286.92529""","=""0.00025""","=""34842.06""","=""50""","=""""",,"=""49465.15""","=""84307.20""","=""3d5.(2G).4s""","=""c 3G""","=""3""","=""3d5.(a 2G).4p""","=""x 3H*""","=""4""",,"=""""","=""L562""",
Mn,2,"=""286.9620""","=""0.0018""","=""286.96108""","=""0.00016""","=""34837.59""","=""40*""","=""""",,"=""67865.945""","=""102703.65""","=""3d5.(4G).4p""","=""z 3F*""","=""4""","=""3d5.(4G).5s""","=""e 3G""","=""4""",,"=""""","=""L562""",
Mn,2,"=""286.9620""","=""0.0018""","=""286.96287""","=""0.00025""","=""34837.59""","=""40*""","=""1.6e+08""",D,"=""55759.322""","=""90596.81""","=""3d5.(2F).4s""","=""c 1F""","=""3""","=""3d5.(b 2F).4p""","=""x 1D*""","=""2""",,"=""c88""","=""L562""",
Mn,2,"=""286.989""","=""0.0015""","=""286.9905""","=""0.0004""","=""34834.3""","=""8""","=""""",,"=""67846.24""","=""102680.37""","=""3d5.(4G).4p""","=""z 3H*""","=""5""","=""3d5.(4G).5s""","=""e 3G""","=""5""",,"=""""","=""L562""",
Mn,2,"=""287.0085""","=""0.0006""","=""287.0084""","=""0.0004""","=""34831.93""","=""500""","=""2.3e+08""",C,"=""44315.26""","=""79147.22""","=""3d5.(2I).4s""","=""b 1I""","=""6""","=""3d5.(2I).4p""","=""z 1K*""","=""7""",,"=""c88""","=""L562""",
Mn,2,"=""287.0680""","=""0.0006""","=""287.06752""","=""0.00016""","=""34824.73""","=""15""","=""2.8e+07""",D,"=""66676.833""","=""101501.621""","=""3d5.(4P).4p""","=""z 5D*""","=""2""","=""3d5.(4G).5s""","=""e 5G""","=""3""",,"=""c88""","=""L562""",
Mn,2,"=""287.0818""","=""0.0018""","=""287.0787""","=""0.0003""","=""34823.04""","=""50*""","=""""",,"=""66676.833""","=""101500.26""","=""3d5.(4P).4p""","=""z 5D*""","=""2""","=""3d5.(4G).5s""","=""e 5G""","=""2""",,"=""""","=""L562""",
Mn,2,"=""287.0818""","=""0.0018""","=""287.0804""","=""0.0007""","=""34823.04""","=""50*""","=""""",,"=""55759.322""","=""90582.55""","=""3d5.(2F).4s""","=""c 1F""","=""3""","=""3d4.(5D).4s.4p.(3P*)""","=""w 5F*""","=""2""",,"=""""","=""L562""",
Mn,2,"=""287.1527""","=""0.0018""","=""287.14921""","=""0.00017""","=""34814.45""","=""40*""","=""""",,"=""66686.739""","=""101501.621""","=""3d5.(4G).4p""","=""z 5F*""","=""3""","=""3d5.(4G).5s""","=""e 5G""","=""3""",,"=""""","=""L562""",
Mn,2,"=""287.1527""","=""0.0018""","=""287.1530""","=""0.0003""","=""34814.45""","=""40*""","=""8.e+07""",D,"=""67865.945""","=""102680.37""","=""3d5.(4G).4p""","=""z 3F*""","=""4""","=""3d5.(4G).5s""","=""e 3G""","=""5""",,"=""c88""","=""L562""",
Mn,2,"=""287.1677""","=""0.0006""","=""287.16844""","=""0.00017""","=""34812.63""","=""30""","=""6.e+07""",D,"=""66686.739""","=""101499.29""","=""3d5.(4G).4p""","=""z 5F*""","=""3""","=""3d5.(4G).5s""","=""e 5G""","=""4""",,"=""c88""","=""L562""",
Mn,2,"=""287.2400""","=""0.0006""","=""287.2396""","=""0.0007""","=""34803.88""","=""40*""","=""""",,"=""76374.791""","=""111178.72""","=""3d5.(6S).5s""","=""e 5S""","=""2""","=""""","=""s 5P*""","=""2""",,"=""""","=""L562""",
Mn,2,"=""287.2400""","=""0.0006""","=""287.23998""","=""0.00017""","=""34803.88""","=""40*""","=""""",,"=""36274.62""","=""71078.501""","=""3d5.(4P).4s""","=""b 3P""","=""2""","=""3d5.(4P).4p""","=""z 3D*""","=""1""",,"=""""","=""L562""",
Mn,2,"=""287.2935""","=""0.0006""","=""287.29381""","=""0.00025""","=""34797.39""","=""300""","=""1.6e+08""",C,"=""44315.26""","=""79112.62""","=""3d5.(2I).4s""","=""b 1I""","=""6""","=""3d5.(2I).4p""","=""z 1H*""","=""5""",,"=""c88""","=""L562""",
Mn,2,"=""287.3128""","=""0.0006""","=""287.3124""","=""0.0003""","=""34795.06""","=""30""","=""1.4e+08""",C,"=""67910.56""","=""102705.67""","=""3d5.(4G).4p""","=""z 3H*""","=""4""","=""3d5.(4G).5s""","=""e 3G""","=""3""",,"=""c88""","=""L562""",
Mn,2,"=""287.329""","=""0.0015""","=""287.32907""","=""0.00025""","=""34793.1""","=""0""","=""""",,"=""67910.56""","=""102703.65""","=""3d5.(4G).4p""","=""z 3H*""","=""4""","=""3d5.(4G).5s""","=""e 3G""","=""4""",,"=""""","=""L562""",
Mn,2,"=""287.3598""","=""0.0018""","=""287.3588""","=""0.0004""","=""34789.37""","=""20*""","=""""",,"=""70231.468""","=""105020.96""","=""3d5.(4D).4p""","=""y 5F*""","=""2""","=""3d5.(4P).5s""","=""e 3P""","=""1""",,"=""""","=""L562""",
Mn,2,"=""287.3598""","=""0.0018""","=""287.3598""","=""0.0006""","=""34789.37""","=""20*""","=""""",,"=""47073.64""","=""81863.01""","=""3d5.(2F).4s""","=""a 1F""","=""3""","=""3d5.(4F).4p""","=""y 5G*""","=""4""",,"=""""","=""L562""",
Mn,2,"=""287.375""","=""0.002""","=""287.3743""","=""0.0017""","=""34787.6""","=""4*""","=""""",,"=""76374.791""","=""111162.4""","=""3d5.(6S).5s""","=""e 5S""","=""2""","=""""","=""s 5P*""","=""1""",,"=""""","=""L562""",
Mn,2,"=""287.375""","=""0.002""","=""287.3769""","=""0.0008""","=""34787.6""","=""4*""","=""""",,"=""73385.525""","=""108172.82""","=""3d5.(4D).4p""","=""y 3D*""","=""1""","=""3d5.(4D).5s""","=""e 3D""","=""1""",,"=""""","=""L562""",
Mn,2,"=""287.393""","=""0.0015""","=""287.3935""","=""0.0003""","=""34785.4""","=""0""","=""""",,"=""73385.525""","=""108170.82""","=""3d5.(4D).4p""","=""y 3D*""","=""1""","=""3d5.(4D).5s""","=""e 3D""","=""2""",,"=""""","=""L562""",
Mn,2,"=""287.4842""","=""0.0018""","=""287.4828""","=""0.0003""","=""34774.31""","=""30*""","=""6.e+07""",D,"=""73396.334""","=""108170.82""","=""3d5.(4D).4p""","=""y 3D*""","=""2""","=""3d5.(4D).5s""","=""e 3D""","=""2""",,"=""c88""","=""L562""",
Mn,2,"=""287.4842""","=""0.0018""","=""287.48558""","=""0.00015""","=""34774.31""","=""30*""","=""""",,"=""44139.031""","=""78913.180""","=""3d5.(2D).4s""","=""c 3D""","=""1""","=""3d5.(a 2D).4p""","=""z 1D*""","=""2""",,"=""""","=""L562""",
Mn,2,"=""287.5196""","=""0.0015""","=""287.5201""","=""0.0004""","=""34770.03""","=""0""","=""""",,"=""30796.06""","=""65566.03""","=""3d6""","=""a 3H""","=""4""","=""3d5.(4G).4p""","=""z 5H*""","=""4""",,"=""""","=""L562""",
Mn,2,"=""287.5430""","=""0.0006""","=""287.54255""","=""0.00017""","=""34767.20""","=""40""","=""""",,"=""44745.501""","=""79512.76""","=""3d5.(2F).4s""","=""b 3F""","=""2""","=""3d5.(a 2D).4p""","=""x 3F*""","=""3""",,"=""""","=""L562""",
Mn,2,"=""287.5793""","=""0.0006""","=""287.57902""","=""0.00025""","=""34762.81""","=""20""","=""""",,"=""33147.71""","=""67910.56""","=""3d5.(4G).4s""","=""a 3G""","=""5""","=""3d5.(4G).4p""","=""z 3H*""","=""4""",,"=""""","=""L562""",
Mn,2,"=""287.6331""","=""0.0006""","=""287.6328""","=""0.0003""","=""34756.30""","=""10""","=""""",,"=""46903.32""","=""81659.67""","=""3d5.(2D).4s""","=""b 1D""","=""2""","=""3d5.(2D).4p""","=""x 3D*""","=""3""",,"=""""","=""L562""",
Mn,2,"=""287.937""","=""0.0015""","=""287.9371""","=""0.0003""","=""34719.6""","=""1""","=""4.3e+07""",D,"=""72247.73""","=""106967.35""","=""3d5.(4D).4p""","=""y 5D*""","=""3""","=""3d5.(4D).5s""","=""g 5D""","=""2""",,"=""c88""","=""L562""",
Mn,2,"=""287.9482""","=""0.0006""","=""287.94860""","=""0.00017""","=""34718.28""","=""500""","=""1.17e+08""",C+,"=""33147.71""","=""67865.945""","=""3d5.(4G).4s""","=""a 3G""","=""5""","=""3d5.(4G).4p""","=""z 3F*""","=""4""",,"=""T7259""","=""L562""",
Mn,2,"=""287.9847""","=""0.0006""","=""287.98488""","=""0.00017""","=""34713.88""","=""100""","=""8.e+07""",D,"=""36364.64""","=""71078.501""","=""3d5.(4P).4s""","=""b 3P""","=""1""","=""3d5.(4P).4p""","=""z 3D*""","=""1""",,"=""c88""","=""L562""",
Mn,2,"=""287.994""","=""0.0015""","=""287.99245""","=""0.00017""","=""34712.8""","=""3""","=""""",,"=""44745.501""","=""79458.45""","=""3d5.(2F).4s""","=""b 3F""","=""2""","=""3d5.(a 2D).4p""","=""x 3F*""","=""2""",,"=""""","=""L562""",
Mn,2,"=""288.0410""","=""0.0006""","=""288.0410""","=""0.0003""","=""34707.09""","=""10""","=""8.e+07""",D,"=""73395.444""","=""108102.54""","=""3d5.(4D).4p""","=""y 3D*""","=""3""","=""3d5.(4D).5s""","=""e 3D""","=""3""",,"=""c88""","=""L562""",
Mn,2,"=""288.0758""","=""0.0006""","=""288.0763""","=""0.0003""","=""34702.90""","=""12""","=""7.e+07""",D,"=""72247.73""","=""106950.57""","=""3d5.(4D).4p""","=""y 5D*""","=""3""","=""3d5.(4D).5s""","=""g 5D""","=""3""",,"=""c88""","=""L562""",
Mn,2,"=""288.1122""","=""0.0006""","=""288.11213""","=""0.00025""","=""34698.51""","=""80""","=""""",,"=""33147.71""","=""67846.24""","=""3d5.(4G).4s""","=""a 3G""","=""5""","=""3d5.(4G).4p""","=""z 3H*""","=""5""",,"=""""","=""L562""",
Mn,2,"=""288.205""","=""0.0015""","=""288.2074""","=""0.0004""","=""34687.4""","=""0""","=""""",,"=""30796.06""","=""65483.12""","=""3d6""","=""a 3H""","=""4""","=""3d5.(4G).4p""","=""z 5H*""","=""3""",,"=""""","=""L562""",
Mn,2,"=""288.2648""","=""0.0006""","=""""","=""""","=""34680.15""","=""5""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L562""",
