"element","sp_num","obs_wl_air(nm)","unc_obs_wl","ritz_wl_air(nm)","unc_ritz_wl","wn(cm-1)","intens","Aki(s^-1)","Acc","Ei(cm-1)","Ek(cm-1)","conf_i","term_i","J_i","conf_k","term_k","J_k","Type","tp_ref","line_ref","","wavenumber_cm","ell","wavenumber_source"
"Co","2","240.06259","0.00004","240.062680","0.000014","41643.127","270","7.e+06","D","48556.052","90199.163","3d7.(4F).4p","z 3G*","5","3d7.(4F).4d","f 5F","4","","T6999","L9429c118","",41643.127,10.6368916159708,"wn(cm-1)"
"Co","2","240.0351","0.0010","240.0336","0.0006","41647.90","710","1.0e+06","D","40695.028","82343.19","3d6.4s2","a 5D","4","3d6.(5D).4s.4p","y 5F*","4","","T6999","L4687c119","",41647.9,10.6370062261558,"wn(cm-1)"
"Co","2","239.99871","0.00002","239.998715","0.000013","41654.210","7100","2.4e+08","C+","66017.647","107671.856","3d7.(2G).4p","z 1F*","3","3d7.(2G).4d","1F","3","","T6999","L9429c118","",41654.21,10.6371577229189,"wn(cm-1)"
"Co","2","239.94698","0.00002","239.946982","0.000013","41663.190","1300","1.3e+08","D","50381.724","92044.913","3d7.(4F).4p","z 3F*","3","3d7.(4F).4d","e 3D","2","","T6999","L9429c118","",41663.19,10.637373284135,"wn(cm-1)"
"Co","2","239.93402","0.00007","239.93382","0.00007","41665.439","100","2.9e+06","D","69059.933","110725.407","3d7.(2D2).4p","w 3D*","3","3d7.(2P).4d","3F","4","","T6999","L9429c118","",41665.439,10.6374272631823,"wn(cm-1)"
"Co","2","239.89841","0.00014","239.898530","0.000023","41671.624","190","7.e+06","D","64914.630","106586.233","3d7.(4P).4p","y 3P*","2","3d7.(4P).4d","5D","3","","T6999","L9429c118","",41671.624,10.6375756965392,"wn(cm-1)"
"Co","2","239.86859","0.00004","239.86875","0.00006","41676.805","390","3.5e+07","D","71846.441","113523.218","3d7.(2D2).4p","x 3P*","2","3d7.(2D2).4d","3D","3","","T6999","L9429c118","",41676.805,10.6377000180188,"wn(cm-1)"
"Co","2","239.83777","0.00002","239.837777","0.000013","41682.160","48000","6.5e+07","C+","21624.528","63306.686","3d7.(2G).4s","a 3G","5","3d7.(2G).4p","z 3H*","5","","T6999","L9429c118","",41682.16,10.637828498501,"wn(cm-1)"
"Co","2","239.73855","0.00002","239.738554","0.000013","41699.409","130000","2.4e+08","C+","9812.860","51512.268","3d7.(4F).4s","b 3F","4","3d7.(4F).4p","z 3D*","3","","T6999","L9429c118","",41699.409,10.6382422350246,"wn(cm-1)"
"Co","2","239.71600","0.00009","239.715943","0.000017","41703.332","320","1.4e+07","D","67209.258","108912.599","3d7.(2P).4p","z 1D*","2","3d7.(2G).4d","1D","2","","T6999","L9429c118","",41703.332,10.6383363086715,"wn(cm-1)"
"Co","2","239.67824","0.00002","239.67769","0.00005","41709.901","2600p","8.e+06","D","73144.338","114854.335","3d7.(2D2).4p","x 3P*","1","3d7.(2D2).4d","3D","1","","T6999","L9429c118","",41709.901,10.6384938136566,"wn(cm-1)"
"Co","2","239.67288","0.00002","239.673009","0.000010","41710.834","1300p*","6.e+07","D","49697.683","91408.494","3d7.(4F).4p","z 3F*","4","3d7.(4F).4d","e 3D","3","","T6999","L9429c118","",41710.834,10.6385161821961,"wn(cm-1)"
"Co","2","239.66247","0.00002","239.662470","0.000017","41712.645","1600","2.2e+08","D","65511.991","107224.636","3d7.(4P).4p","y 3P*","0","3d7.(4P).4d","3D","1","","T6999","L9429c118","",41712.645,10.6385595992298,"wn(cm-1)"
"Co","2","239.64514","0.00002","239.645147","0.000017","41715.661","3200","1.9e+08","C+","72008.912","113724.572","3d7.(2H).4p","y 3H*","4","3d7.(2H).4d","3G","3","","T6999","L9429c118","",41715.661,10.6386319008297,"wn(cm-1)"
"Co","2","239.62905","0.00016","239.629240","0.000023","41718.46","140","1.7e+06","D","67524.021","109242.450","3d7.(2P).4p","x 3D*","3","3d7.(2G).4d","3F","2","","T6999","L9429c118","",41718.46,10.6386989956817,"wn(cm-1)"
"Co","2","239.61505","0.00003","239.615052","0.000023","41720.900","1500","2.2e+08","D","52684.634","94405.533","3d7.(4F).4p","z 3D*","1","3d7.(4F).4d","e 3P","1","","T6999","L9429c118","",41720.9,10.6387574812694,"wn(cm-1)"
"Co","2","239.58851","0.00002","239.588507","0.000023","41725.521","1700","2.3e+08","C+","50914.325","92639.846","3d7.(4F).4p","z 3F*","2","3d7.(4F).4d","e 3D","1","","T6999","L9429c118","",41725.521,10.638868234971,"wn(cm-1)"
"Co","2","239.55569","0.00002","239.55566","0.00003","41731.236","2000","8.e+07","D","72654.127","114385.369","3d7.(2D2).4p","y 1D*","2","3d7.(2D2).4d","1F","3","","T6999","L9429c118","",41731.236,10.6390051921261,"wn(cm-1)"
"Co","2","239.55168","0.00002","239.551658","0.000023","41731.936","22000*","2.5e+08","C+","27585.138","69317.077","3d7.(2P).4s","a 1P","1","3d7.(2D2).4p","w 3D*","1","","T6999","L9429c118","",41731.936,10.6390219659914,"wn(cm-1)"
"Co","2","239.51157","0.00004","239.511612","0.000015","41738.923","420","1.2e+07","D","50381.724","92120.640","3d7.(4F).4p","z 3F*","3","3d7.(4F).4d","e 5H","4","","T6999","L9429c118","",41738.923,10.6391893777109,"wn(cm-1)"
"Co","2","239.46684","0.00010","239.466812","0.000011","41746.719","130","2.1e+06","D","48556.052","90302.776","3d7.(4F).4p","z 3G*","5","3d7.(4F).4d","e 5G","6","","T6999","L9429c118","",41746.719,10.6393761403645,"wn(cm-1)"
"Co","2","239.43523","0.00002","239.435247","0.000023","41752.230","3900","2.4e+08","C+","65657.249","107409.476","3d7.(4P).4p","y 3P*","1","3d7.(4P).4d","3D","2","","T6999","L9429c118","",41752.23,10.6395081420262,"wn(cm-1)"
"Co","2","239.39044","0.00002","239.390430","0.000013","41760.042","5200","1.00e+07","B","4560.789","46320.832","3d7.(4F).4s","a 5F","3","3d7.(4F).4p","z 5D*","4","","T4776","L9429c118","",41760.042,10.6396952283031,"wn(cm-1)"
"Co","2","239.31873","0.00015","239.31861","0.00003","41772.55","140","3.4e+06","D","66017.647","107790.221","3d7.(2G).4p","z 1F*","3","3d7.(2G).4d","3G","4","","T6999","L9429c118","",41772.55,10.6399947042273,"wn(cm-1)"
"Co","2","239.25676","0.00002","239.256754","0.000011","41783.372","36000","4.9e+07","D","22009.344","63792.717","3d7.(2G).4s","a 3G","4","3d7.(2G).4p","z 3H*","4","","T6999","L9429c118","",41783.372,10.6402537403268,"wn(cm-1)"
"Co","2","239.17086","0.00011","239.170772","0.000017","41798.378","130","1.4e+05","E","63792.717","105591.110","3d7.(2G).4p","z 3H*","4","3d6.4s2","1G1","4","","T6999","L9429c118","",41798.378,10.6406128139322,"wn(cm-1)"
"Co","2","239.16547","0.00005","239.16550","0.00004","41799.320","390","9.e+06","D","69637.023","111436.337","3d7.(2D2).4p","w 3D*","2","","111436","3","","T6999","L9429c118","",41799.32,10.6406353504379,"wn(cm-1)"
"Co","2","239.00562","0.00012","239.00559","0.00003","41827.274","390bl(Co I)","1.2e+07","D","73147.041","114974.320","3d7.(2H).4p","y 1G*","4","3d7.(2D2).4d","1G","4","","T6999","L9429c118","",41827.274,10.6413038937734,"wn(cm-1)"
"Co","2","238.95399","0.00002","238.953779","0.000017","41836.310","33000bl(Co I)","1.50e+08","C+","4950.062","46786.409","3d7.(4F).4s","a 5F","2","3d7.(4F).4p","z 5F*","1","","T4776","L9429c118","",41836.31,10.6415199017329,"wn(cm-1)"
"Co","2","238.89171","0.00002","238.89170","0.00006","41847.217","220000","2.80e+08","B","3350.494","45197.711","3d7.(4F).4s","a 5F","5","3d7.(4F).4p","z 5F*","5","","T4776","L9429c118","",41847.217,10.6417805743038,"wn(cm-1)"
"Co","2","238.87433","0.00003","238.874328","0.000023","41850.260","2600","1.04e+08","C+","72535.108","114385.369","3d7.(2D2).4p","y 1F*","3","3d7.(2D2).4d","1F","3","","T6999","L9429c118","",41850.26,10.6418532885626,"wn(cm-1)"
"Co","2","238.84344","0.00004","238.843398","0.000017","41855.673","550","1.5e+07","D","72008.912","113864.592","3d7.(2H).4p","y 3H*","4","3d7.(2H).4d","1H","5","","T6999","L9429c118","",41855.673,10.6419826222864,"wn(cm-1)"
"Co","2","238.8202","","238.82019","0.00011","41859.75","880bl(Co I):","","","74522.916","116382.663","3d7.(2D2).4p","y 1P*","1","3d7.(2H).4d","3F","2","","","L9429c119","",41859.75,10.6420800236936,"wn(cm-1)"
"Co","2","238.71398","0.00007","238.71402","0.00004","41878.371","620","1.3e+06","E","65657.249","107535.612","3d7.(4P).4p","y 3P*","1","3d7.(2D2).5s","3D","2","","T6999","L9429c118","",41878.371,10.6425247673798,"wn(cm-1)"
"Co","2","238.69415","0.00002","238.694133","0.000012","41881.849","2300","7.e+07","D","50036.348","91918.200","3d7.(4F).4p","z 3G*","3","3d7.(4F).4d","e 3G","4","","T6999","L9429c118","",41881.849,10.6426078139621,"wn(cm-1)"
"Co","2","238.67248","0.00002","238.672476","0.000013","41885.652","130000","2.4e+08","C+","21624.528","63510.180","3d7.(2G).4s","a 3G","5","3d7.(2G).4p","y 3F*","4","","T6999","L9429c118","",41885.652,10.6426986128987,"wn(cm-1)"
"Co","2","238.63693","0.00002","238.636814","0.000017","41891.891","75000*","2.1e+08","C+","4560.789","46452.700","3d7.(4F).4s","a 5F","3","3d7.(4F).4p","z 5F*","2","","T6999","L9429c118","",41891.891,10.6428475549609,"wn(cm-1)"
"Co","2","238.56602","0.00004","238.566022","0.000023","41904.342","520","1.2e+07","D","69637.023","111541.364","3d7.(2D2).4p","w 3D*","2","3d7.(2P).4d","3F","3","","T6999","L9429c118","",41904.342,10.6431447282262,"wn(cm-1)"
"Co","2","238.4652","0.0003","238.464998","0.000023","41922.06","240*","2.8e+07","D","65016.915","106939.007","3d7.(2G).4p","y 3F*","2","3d7.(4P).4d","3D","3","","T6999","L9429c118","",41922.06,10.6435674590089,"wn(cm-1)"
"Co","2","238.4090","0.0010","238.4070","0.0005","41931.93","3100","","","40695.028","82627.31","3d6.4s2","a 5D","4","3d6.(5D).4s.4p","y 5F*","3","","","L4687c119","",41931.93,10.6438028682016,"wn(cm-1)"
"Co","2","238.38792","0.00006","238.387930","0.000017","41935.646","1100","6.e+07","D","50381.724","92317.368","3d7.(4F).4p","z 3F*","3","3d7.(4F).4d","e 5D","2","","T6999","L9429c118","",41935.646,10.643891484093,"wn(cm-1)"
"Co","2","238.3458","","238.345845","0.000017","41943.06","100000bl(Co I):","1.80e+08","B+","4028.988","45972.036","3d7.(4F).4s","a 5F","4","3d7.(4F).4p","z 5F*","3","","T4776","L9429c119","",41943.06,10.6440682631677,"wn(cm-1)"
"Co","2","","","238.344828","0.000012","41943.2270","m","3.8e+06","D","24074.420","66017.647","3d7.(4P).4s","b 3P","2","3d7.(2G).4p","z 1F*","3","","T6999","L4687","",41943.227,10.6440722447482,"wn(cm-1)"
"Co","2","238.33126","0.00005","238.331235","0.000023","41945.614","2300","3.7e+06","D","22414.431","64360.050","3d7.(2G).4s","a 3G","3","3d7.(2G).4p","y 3F*","3","","T6999","L9429c118","",41945.614,10.64412915339,"wn(cm-1)"
"Co","2","238.31338","0.00003","238.31336","0.00003","41948.762","1000","2.0e+07","D","49697.683","91646.447","3d7.(4F).4p","z 3F*","4","3d7.(4F).4d","e 5H","5","","T6999","L9429c118","",41948.762,10.6442042001369,"wn(cm-1)"
"Co","2","238.27058","0.00016","238.27059","0.00003","41956.30","200","1.5e+07","D","64360.050","106316.344","3d7.(2G).4p","y 3F*","3","3d7.(4P).4d","3F","3","","T6999","L9429c118","",41956.3,10.6443838794039,"wn(cm-1)"
"Co","2","238.23214","0.00002","238.232130","0.000017","41963.065","39000","1.9e+08","D","25861.322","67824.389","3d7.(2P).4s","c 3P","0","3d7.(2P).4p","x 3D*","1","","T6999","L9429c118","",41963.065,10.6445451056004,"wn(cm-1)"
"Co","2","238.19465","0.00003","238.194732","0.000011","41969.670","490","3.3e+07","D","49697.683","91667.338","3d7.(4F).4p","z 3F*","4","3d7.(4F).4d","e 5G","3","","T6999","L9429c118","",41969.67,10.6447024935376,"wn(cm-1)"
"Co","2","238.17650","0.00002","238.176496","0.000017","41972.867","320000","3.4e+08","C+","21624.528","63597.396","3d7.(2G).4s","a 3G","5","3d7.(2G).4p","z 3H*","6","","T6999","L9429c118","",41972.867,10.6447786646927,"wn(cm-1)"
"Co","2","238.16420","0.00011","238.16400","0.00004","41975.035","180","8.e+06","D","71846.441","113821.511","3d7.(2D2).4p","x 3P*","2","3d7.(2D2).4d","3F","2","","T6999","L9429c118","",41975.035,10.6448303157751,"wn(cm-1)"
"Co","2","238.14379","0.00002","238.143813","0.000009","41978.632","3300","1.27e+08","C+","49348.304","91326.932","3d7.(4F).4p","z 3G*","4","3d7.(4F).4d","e 3G","5","","T6999","L9429c118","",41978.632,10.6449160058975,"wn(cm-1)"
"Co","2","238.09675","0.00003","238.096733","0.000014","41986.926","9200","8.e+06","D","22414.431","64401.359","3d7.(2G).4s","a 3G","3","3d7.(2G).4p","z 1G*","4","","T6999","L9429c118","",41986.926,10.6451135630918,"wn(cm-1)"
"Co","2","238.00223","0.00003","238.002254","0.000023","42003.599","2600bl(Co II)","1.4e+08","D","64914.630","106918.224","3d7.(4P).4p","y 3P*","2","3d7.(4P).4d","3P","2","","T6999","L9429c118","",42003.599,10.6455105840705,"wn(cm-1)"
"Co","2","237.99975","0.00002","237.99969","0.00005","42004.036","6200bl","","","73144.338","115148.384","3d7.(2D2).4p","x 3P*","1","3d7.(2D2).4d","3P","2","","","L9429c118","",42004.036,10.6455209878867,"wn(cm-1)"
"Co","2","237.99676","0.00005","237.996690","0.000010","42004.563","620bl(Co II)","1.1e+07","D","49348.304","91352.880","3d7.(4F).4p","z 3G*","4","3d7.(4F).4d","e 5G","4","","T6999","L9429c118","",42004.563,10.6455335342214,"wn(cm-1)"
"Co","2","237.97408","0.00010","237.974089","0.000014","42008.566","430","2.8e+07","D","50036.348","92044.913","3d7.(4F).4p","z 3G*","3","3d7.(4F).4d","e 3D","2","","T6999","L9429c118","",42008.566,10.645628828851,"wn(cm-1)"
"Co","2","237.95818","0.00008","237.95803","0.00003","42011.373","180","1.3e+07","D","71846.441","113857.840","3d7.(2D2).4p","x 3P*","2","3d7.(2D2).4d","1P","1","","T6999","L9429c118","",42011.373,10.645695646324,"wn(cm-1)"
"Co","2","237.93574","0.00003","237.93539","0.00004","42015.335","620bl(Co I)","7.e+06","D","69317.077","111332.473","3d7.(2D2).4p","w 3D*","1","3d7.(2P).4d","3P","2","","T6999","L9429c118","",42015.335,10.6457899496734,"wn(cm-1)"
"Co","2","237.88458","0.00002","237.884542","0.000017","42024.371","2800","1.20e+08","C+","64914.630","106939.007","3d7.(4P).4p","y 3P*","2","3d7.(4P).4d","3D","3","","T6999","L9429c118","",42024.371,10.6460049908834,"wn(cm-1)"
"Co","2","237.86256","0.00002","237.86256","0.00005","42028.261","140000","1.90e+08","B+","3350.494","45378.754","3d7.(4F).4s","a 5F","5","3d7.(4F).4p","z 5F*","4","","T4776","L9429c118","",42028.261,10.646097551935,"wn(cm-1)"
"Co","2","237.83476","0.00013","237.834650","0.000023","42033.173","330","4.1e+06","D","67209.258","109242.450","3d7.(2P).4p","z 1D*","2","3d7.(2G).4d","3F","2","","T6999","L9429c118","",42033.173,10.6462144188446,"wn(cm-1)"
"Co","2","237.81716","0.00003","237.81717","0.00003","42036.283","2300","6.e+08","D","52684.634","94720.916","3d7.(4F).4p","z 3D*","1","3d7.(4F).4d","e 3P","0","","T6999","L9429c118","",42036.283,10.6462884052875,"wn(cm-1)"
"Co","2","237.78016","0.00003","237.780169","0.000017","42042.824","3300","1.30e+08","C+","65408.365","107451.187","3d7.(2P).4p","z 3P*","2","3d7.(2G).4d","3D","3","","T6999","L9429c118","",42042.824,10.6464439968547,"wn(cm-1)"
"Co","2","237.7455","0.0010","237.749624","0.000017","42048.96","320","1.3e+05","E","48150.940","90199.163","3d7.(4F).4p","z 5G*","3","3d7.(4F).4d","f 5F","4","","T6999","L4687c119","",42048.96,10.6465899326339,"wn(cm-1)"
"Co","2","237.72897","0.00012","237.728919","0.000017","42051.876","270","1.3e+06","E","27585.138","69637.023","3d7.(2P).4s","a 1P","1","3d7.(2D2).4p","w 3D*","2","","T6999","L9429c118","",42051.876,10.6466592779612,"wn(cm-1)"
"Co","2","237.70292","0.00003","237.70289","0.00003","42056.485","1900","1.5e+08","C+","65657.249","107713.738","3d7.(4P).4p","y 3P*","1","3d7.(2G).4d","3D","2","","T6999","L9429c118","",42056.485,10.6467688746755,"wn(cm-1)"
"Co","2","237.68833","0.00002","237.68834","0.00003","42059.066","1800","1.8e+08","C+","52684.634","94743.698","3d7.(4F).4p","z 3D*","1","3d7.(4F).4d","f 3F","2","","T6999","L9429c118","",42059.066,10.6468302426383,"wn(cm-1)"
"Co","2","237.68242","0.00010","237.681974","0.000013","42060.111","220","4.8e+07","D","49348.304","91408.494","3d7.(4F).4p","z 3G*","4","3d7.(4F).4d","e 3D","3","","T6999","L9429c118","",42060.111,10.6468550883402,"wn(cm-1)"
"Co","2","237.56475","0.00004","237.564821","0.000017","42080.942","1400","1.1e+06","D","63510.180","105591.110","3d7.(2G).4p","y 3F*","4","3d6.4s2","1G1","4","","T6999","L9429c118","",42080.942,10.6473502330926,"wn(cm-1)"
"Co","2","237.54445","0.00006","237.54436","0.00004","42084.538","560","2.3e+07","D","70265.915","112350.469","3d7.(2P).4p","y 3S*","1","3d7.(2P).4d","1D","2","","T6999","L9429c118","",42084.538,10.6474356838024,"wn(cm-1)"
"Co","2","237.51903","0.00002","237.519025","0.000017","42089.043","5600","1.30e+07","B","4950.062","47039.105","3d7.(4F).4s","a 5F","2","3d7.(4F).4p","z 5D*","3","","T4776","L9429c118","",42089.043,10.647542724514,"wn(cm-1)"
"Co","2","237.45389","0.00002","237.453886","0.000014","42100.588","5900","1.19e+08","C+","71702.960","113803.548","3d7.(2H).4p","y 3H*","5","3d7.(2H).4d","3I","6","","T6999","L9429c118","",42100.588,10.6478169863188,"wn(cm-1)"
"Co","2","237.23821","0.00002","237.23820","0.00003","42138.859","3100","2.1e+08","C+","52229.725","94368.585","3d7.(4F).4p","z 3D*","2","3d7.(4F).4d","f 3F","3","","T6999","L9429c118","",42138.859,10.6487256105796,"wn(cm-1)"
"Co","2","237.22395","0.00005","237.223837","0.000017","42141.392","560","8.e+06","D","48556.052","90697.464","3d7.(4F).4p","z 3G*","5","3d7.(4F).4d","e 5G","5","","T6999","L9429c118","",42141.392,10.6487857195606,"wn(cm-1)"
"Co","2","237.18417","0.00002","237.183901","0.000017","42148.459","49000bl(Co I)","8.0e+07","C+","27468.988","69617.495","3d7.(2H).4s","a 3H","5","3d7.(2H).4p","z 1I*","6","","T6999","L9429c118","",42148.459,10.6489534028566,"wn(cm-1)"
"Co","2","237.16057","0.00003","237.160587","0.000017","42152.654","8600","5.0e+07","D","27484.373","69637.023","3d7.(2D2).4s","a 3D","3","3d7.(2D2).4p","w 3D*","2","","T6999","L9429c118","",42152.654,10.6490529270468,"wn(cm-1)"
"Co","2","237.11007","0.00002","237.110059","0.000014","42161.630","7900","2.1e+08","C+","71702.960","113864.592","3d7.(2H).4p","y 3H*","5","3d7.(2H).4d","1H","5","","T6999","L9429c118","",42161.63,10.649265844707,"wn(cm-1)"
"Co","2","237.08463","0.00002","237.084629","0.000013","42166.154","4300","3.8e+08","C+","51512.268","93678.422","3d7.(4F).4p","z 3D*","3","3d7.(4F).4d","e 3P","2","","T6999","L9429c118","",42166.154,10.6493731403049,"wn(cm-1)"
"Co","2","237.07318","0.00002","237.073186","0.000013","42168.190","17000","2.4e+07","D","21624.528","63792.717","3d7.(2G).4s","a 3G","5","3d7.(2G).4p","z 3H*","4","","T6999","L9429c118","",42168.19,10.6494214243113,"wn(cm-1)"
"Co","2","237.03036","0.00002","237.030356","0.000023","42175.808","2400","3.7e+08","C+","52229.725","94405.533","3d7.(4F).4p","z 3D*","2","3d7.(4F).4d","e 3P","1","","T6999","L9429c118","",42175.808,10.6496020654998,"wn(cm-1)"
"Co","2","237.02614","0.00004","237.026124","0.000017","42176.558","330","1.6e+07","D","69317.077","111493.638","3d7.(2D2).4p","w 3D*","1","3d7.(2P).4d","3F","2","","T6999","L9429c118","",42176.558,10.6496198480478,"wn(cm-1)"
"Co","2","236.93884","0.00014","236.938749","0.000023","42192.10","190","6.e+06","D","70774.869","112966.982","3d7.(2D2).4p","x 3F*","2","3d7.(2H).4d","1F","3","","T6999","L9429c118","",42192.1,10.6499882787078,"wn(cm-1)"
"Co","2","236.89344","0.00006","236.89329","0.00008","42200.183","400","3.7e+07","D","72654.127","114854.335","3d7.(2D2).4p","y 1D*","2","3d7.(2D2).4d","3D","1","","T6999","L9429c118","",42200.183,10.6501798365076,"wn(cm-1)"
"Co","2","236.7784","0.0015","236.779335","0.000014","42220.7","170","5.e+05","E","49697.683","91918.200","3d7.(4F).4p","z 3F*","4","3d7.(4F).4d","e 3G","4","","T6999","L4687c119","",42220.7,10.6506659010849,"wn(cm-1)"
"Co","2","236.74567","0.00002","236.745671","0.000017","42226.520","4600p","2.2e+08","C+","51512.268","93738.788","3d7.(4F).4p","z 3D*","3","3d7.(4F).4d","f 3F","4","","T6999","L9429c118","",42226.52,10.6508037386598,"wn(cm-1)"
"Co","2","236.72022","0.00003","236.72022","0.00003","42231.060","1300","9.e+07","D","40879.567","83110.627","3d7.(2F).4s","c 3F","3","3d7.(2F).4p","w 3G*","3","","T6999","L9429c118","",42231.06,10.6509112482523,"wn(cm-1)"
"Co","2","236.70792","0.00008","236.708037","0.000017","42233.254","630","","","67939.370","110172.603","3d7.(2P).4p","x 3D*","2","3d7.(4F).6s","3F","3","","","L9429c118","",42233.254,10.6509631991863,"wn(cm-1)"
"Co","2","236.67925","0.00011","236.67918","0.00003","42238.369","240","2.4e+06","E","62440.078","104678.460","3d7.(4P).4p","z 3S*","1","3d7.(2P).5s","3P","1","","T6999","L9429c118","",42238.369,10.6510843049453,"wn(cm-1)"
"Co","2","236.65709","0.00002","236.657085","0.000017","42242.324","12000","2.2e+08","C+","71702.960","113945.285","3d7.(2H).4p","y 3H*","5","3d7.(2H).4d","3H","6","","T6999","L9429c118","",42242.324,10.6511779358061,"wn(cm-1)"
"Co","2","236.61178","0.00005","236.61163","0.00003","42250.413","700","2.4e+07","D","66017.647","108268.086","3d7.(2G).4p","z 1F*","3","3d7.(2G).4d","3G","3","","T6999","L9429c118","",42250.413,10.6513694078855,"wn(cm-1)"
"Co","2","236.55423","0.00009","236.554256","0.000017","42260.691","560","2.2e+07","D","49697.683","91958.369","3d7.(4F).4p","z 3F*","4","3d7.(4F).4d","e 5D","3","","T6999","L9429c118","",42260.691,10.6516126421959,"wn(cm-1)"
"Co","2","236.53818","0.00011","236.538555","0.000017","42263.558","210","1.2e+06","D","65408.365","107671.856","3d7.(2P).4p","z 3P*","2","3d7.(2G).4d","1F","3","","T6999","L9429c118","",42263.558,10.6516804807164,"wn(cm-1)"
"Co","2","236.48632","0.00002","236.48617","0.00003","42272.826","2600*","1.44e+08","C+","72654.127","114926.979","3d7.(2D2).4p","y 1D*","2","3d7.(2D2).4d","3G","3","","T6999","L9429c118","",42272.826,10.6518997472523,"wn(cm-1)"
"Co","2","236.4407","0.0003","236.440482","0.000017","42280.99","240","1.5e+07","D","50036.348","92317.368","3d7.(4F).4p","z 3G*","3","3d7.(4F).4d","e 5D","2","","T6999","L9429c118","",42280.99,10.6520928550364,"wn(cm-1)"
"Co","2","236.37995","0.00002","236.379964","0.000013","42291.846","120000","2.10e+08","B+","4028.988","46320.832","3d7.(4F).4s","a 5F","4","3d7.(4F).4p","z 5D*","4","","T4776","L9429c118","",42291.846,10.6523495804952,"wn(cm-1)"
"Co","2","236.34463","0.00007","236.34476","0.00003","42298.167","210","1.3e+06","D","49348.304","91646.447","3d7.(4F).4p","z 3G*","4","3d7.(4F).4d","e 5H","5","","T6999","L9429c118","",42298.167,10.6524990307621,"wn(cm-1)"
"Co","2","236.31209","0.00002","236.312080","0.000017","42303.991","13000","2.9e+08","C+","71403.644","113707.636","3d7.(2H).4p","y 3H*","6","3d7.(2H).4d","3I","7","","T6999","L9429c118","",42303.991,10.6526367104655,"wn(cm-1)"
"Co","2","236.30427","0.00005","236.30436","0.00003","42305.391","300","1.4e+07","D","65408.365","107713.738","3d7.(2P).4p","z 3P*","2","3d7.(2G).4d","3D","2","","T6999","L9429c118","",42305.391,10.6526698037222,"wn(cm-1)"
"Co","2","236.22819","0.00005","236.228077","0.000017","42319.014","430*","2.1e+07","D","49348.304","91667.338","3d7.(4F).4p","z 3G*","4","3d7.(4F).4d","e 5G","3","","T6999","L9429c118","",42319.014,10.652991767584,"wn(cm-1)"
"Co","2","236.15199","0.00002","236.151995","0.000014","42332.668","4700","2.4e+07","C+","5204.698","47537.365","3d7.(4F).4s","a 5F","1","3d7.(4F).4p","z 5D*","2","","T6135","L9429c118","",42332.668,10.6533143601137,"wn(cm-1)"
"Co","2","236.11361","0.00005","236.11361","0.00004","42339.549","3300","2.3e+08","C+","40771.078","83110.627","3d7.(2F).4s","c 3F","2","3d7.(2F).4p","w 3G*","3","","T6999","L9429c118","",42339.549,10.6534768927663,"wn(cm-1)"
"Co","2","236.07953","0.00002","236.079497","0.000022","42345.661","86000","3.2e+08","C+","28111.872","70457.538","3d7.(2D2).4s","a 3D","2","3d7.(2D2).4p","x 3F*","3","","T6999","L9429c118","",42345.661,10.6536212391052,"wn(cm-1)"
"Co","2","236.05134","0.00002","236.051399","0.000022","42350.717","200000p","3.2e+08","C+","22009.344","64360.050","3d7.(2G).4s","a 3G","4","3d7.(2G).4p","y 3F*","3","","T6999","L9429c118","",42350.717,10.6537406302793,"wn(cm-1)"
"Co","2","235.99433","0.00010","235.99431","0.00003","42360.947","330","1.3e+07","D","65174.661","107535.612","3d7.(2G).4p","y 3G*","3","3d7.(2D2).5s","3D","2","","T6999","L9429c118","",42360.947,10.6539821554617,"wn(cm-1)"
"Co","2","235.95610","0.00002","235.956097","0.000017","42367.809","10000","3.1e+08","C+","72008.912","114376.722","3d7.(2H).4p","y 3H*","4","3d7.(2H).4d","3I","5","","T6999","L9429c118","",42367.809,10.6541441311672,"wn(cm-1)"
"Co","2","235.94583","0.00003","235.945844","0.000017","42369.653","970","4.2e+07","D","50036.348","92405.999","3d7.(4F).4p","z 3G*","3","3d7.(4F).4d","e 5H","3","","T6999","L9429c118","",42369.653,10.6541876538302,"wn(cm-1)"
"Co","2","235.93729","0.00004","235.937357","0.000022","42371.187","430","6.e+06","D","66017.647","108388.822","3d7.(2G).4p","z 1F*","3","3d7.(2G).4d","3H","4","","T6999","L9429c118","",42371.187,10.6542238583332,"wn(cm-1)"
"Co","2","235.90625","0.00008","235.906103","0.000022","42376.761","2200","4.9e+06","D","25147.233","67524.021","3d7.(2G).4s","b 1G","4","3d7.(2P).4p","x 3D*","3","","T6999","L9429c118","",42376.761,10.6543554013414,"wn(cm-1)"
"Co","2","235.88285","0.00011","235.882856","0.000017","42380.965","160","","","65028.512","107409.476","3d7.(2P).4p","z 3P*","1","3d7.(4P).4d","3D","2","","","L9429c118","",42380.965,10.6544546017377,"wn(cm-1)"
"Co","2","235.83194","0.00004","235.83193","0.00004","42390.114","770","8.e+07","D","69317.077","111707.192","3d7.(2D2).4p","w 3D*","1","3d7.(2P).4d","1P","1","","T6999","L9429c118","",42390.114,10.6546704536566,"wn(cm-1)"
