element,sp_num,obs_wl_air(nm),unc_obs_wl,ritz_wl_air(nm),unc_ritz_wl,wn(cm-1),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
Ti,3,"=""556.658""","=""""","=""556.658+""","=""""","=""17959.4""","=""9""","=""5.7e+06""",D,"=""129253.41""","=""147212.77""","=""3p6.3d.4d""","=""1P""","=""1""","=""3p6.3d.5p""","=""1D*""","=""2""",,"=""T1216""","=""L3593""",
Ti,1,"=""557.8557""","=""0.0004""","=""557.85662""","=""0.00016""","=""17920.805""","=""3""","=""""",,"=""12118.393""","=""30039.170""","=""3d2.4s2""","=""a 1G""","=""4""","=""3d2.(1G).4s.4p.(3P*)""","=""x 3G*""","=""5""",,"=""""","=""L10989""",
Ti,1,"=""559.5108""","=""0.0004""","=""559.51046""","=""0.00013""","=""17867.795""","=""2""","=""""",,"=""12118.393""","=""29986.199""","=""3d2.4s2""","=""a 1G""","=""4""","=""3d3.(4F).4p""","=""x 5D*""","=""3""",,"=""""","=""L10989""",
Ti,1,"=""559.8017""","=""0.0004""","=""559.80190""","=""0.00009""","=""17858.511""","=""2""","=""""",,"=""25107.411""","=""42965.9148""","=""3d2.(3F).4s.4p.(1P*)""","=""y 3F*""","=""2""","=""3d4""","=""3F1""","=""3""",,"=""""","=""L10989""",
Ti,1,"=""560.0038""","=""0.0004""","=""560.00410""","=""0.00013""","=""17852.067""","=""7""","=""1.9e+04""",D,"=""7255.355""","=""25107.411""","=""3d2.4s2""","=""a 1D""","=""2""","=""3d2.(3F).4s.4p.(1P*)""","=""y 3F*""","=""2""",,"=""T3297""","=""L10989""",
Ti,1,"=""560.0785""","=""0.0004""","=""560.07861""","=""0.00013""","=""17849.684""","=""9""","=""""",,"=""25107.411""","=""42957.092""","=""3d2.(3F).4s.4p.(1P*)""","=""y 3F*""","=""2""","=""3d4""","=""3F1""","=""2""",,"=""""","=""L10989""",
Ti,1,"=""560.1465""","=""0.0004""","=""560.14642""","=""0.00013""","=""17847.517""","=""4""","=""""",,"=""7255.355""","=""25102.875""","=""3d2.4s2""","=""a 1D""","=""2""","=""3d2.(3P).4s.4p.(3P*)""","=""z 5S*""","=""2""",,"=""""","=""L10989""",
Ti,1,"=""561.8346""","=""0.0004""","=""561.83460""","=""0.00013""","=""17793.894""","=""5""","=""""",,"=""12118.393""","=""29912.286""","=""3d2.4s2""","=""a 1G""","=""4""","=""3d2.(3F).4s.4p.(1P*)""","=""w 3D*""","=""3""",,"=""""","=""L10989""",
Ti,1,"=""562.2015""","=""0.0004""","=""562.20178""","=""0.00009""","=""17782.281""","=""3""","=""""",,"=""25227.222""","=""43009.4937""","=""3d2.(3F).4s.4p.(1P*)""","=""y 3F*""","=""3""","=""3d4""","=""3F1""","=""4""",,"=""""","=""L10989""",
Ti,1,"=""563.0371""","=""0.0004""","=""563.03708""","=""0.00010""","=""17755.891""","=""3""","=""""",,"=""25102.875""","=""42858.7661""","=""3d2.(3P).4s.4p.(3P*)""","=""z 5S*""","=""2""","=""3d2.4s.(4F).4d""","=""e 5P""","=""3""",,"=""""","=""L10989""",
Ti,1,"=""563.5828""","=""0.0004""","=""563.58297""","=""0.00010""","=""17738.697""","=""12""","=""""",,"=""25227.222""","=""42965.9148""","=""3d2.(3F).4s.4p.(1P*)""","=""y 3F*""","=""3""","=""3d4""","=""3F1""","=""3""",,"=""""","=""L10989""",
Ti,1,"=""563.5993""","=""0.0004""","=""563.59974""","=""0.00022""","=""17738.178""","=""5""","=""""",,"=""27355.061""","=""45093.226""","=""3d2.(1D).4s.4p.(3P*)""","=""x 3D*""","=""1""","=""3d2.4s.(2D).5s""","=""3D""","=""1""",,"=""""","=""L10989""",
Ti,1,"=""564.4133""","=""0.0004""","=""564.41339""","=""0.00019""","=""17712.598""","=""790""","=""""",,"=""18287.554""","=""36000.148""","=""3d3.(2G).4s""","=""b 1G""","=""4""","=""3d2.(1G).4s.4p.(1P*)""","=""y 1G*""","=""4""",,"=""""","=""L10989""",
Ti,1,"=""564.8562""","=""0.0004""","=""564.85661""","=""0.00013""","=""17698.709""","=""150""","=""1.3e+07""",D,"=""20126.062""","=""37824.758""","=""3d2.(3F).4s.4p.(3P*)""","=""z 3D*""","=""3""","=""3d2.4s.(4F).5s""","=""e 3F""","=""4""",,"=""T4401n""","=""L10989""",
Ti,1,"=""565.4765""","=""0.0004""","=""565.4765""","=""0.0003""","=""17679.294""","=""7""","=""""",,"=""27418.029""","=""45097.323""","=""3d2.(1D).4s.4p.(3P*)""","=""x 3D*""","=""2""","=""3d2.4s.(2D).5s""","=""3D""","=""2""",,"=""""","=""L10989""",
Ti,1,"=""565.6079""","=""0.0004""","=""565.60759""","=""0.00022""","=""17675.188""","=""3""","=""""",,"=""27418.029""","=""45093.226""","=""3d2.(1D).4s.4p.(3P*)""","=""x 3D*""","=""2""","=""3d2.4s.(2D).5s""","=""3D""","=""1""",,"=""""","=""L10989""",
Ti,1,"=""565.9095""","=""0.0004""","=""565.90967""","=""0.00016""","=""17665.767""","=""20""","=""""",,"=""7255.355""","=""24921.117""","=""3d2.4s2""","=""a 1D""","=""2""","=""3d2.(3P).4s.4p.(3P*)""","=""z 3S*""","=""1""",,"=""""","=""L10989""",
Ti,1,"=""566.2148""","=""0.0004""","=""566.21516""","=""0.00013""","=""17656.241""","=""350""","=""1.94e+07""",B+,"=""18695.134""","=""36351.365""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5D*""","=""4""","=""3d2.4s.(4F).5s""","=""e 5F""","=""5""",,"=""T6897""","=""L10989""",
Ti,1,"=""566.2881""","=""0.0004""","=""566.28822""","=""0.00016""","=""17653.956""","=""110""","=""""",,"=""20006.039""","=""37659.992""","=""3d2.(3F).4s.4p.(3P*)""","=""z 3D*""","=""2""","=""3d2.4s.(4F).5s""","=""e 3F""","=""3""",,"=""""","=""L10989""",
Ti,1,"=""566.7592""","=""0.0004""","=""566.75935""","=""0.00013""","=""17639.282""","=""9""","=""""",,"=""25317.814""","=""42957.092""","=""3d3.(4F).4p""","=""y 3D*""","=""1""","=""3d4""","=""3F1""","=""2""",,"=""""","=""L10989""",
Ti,1,"=""567.3047""","=""0.0004""","=""567.3049""","=""0.0003""","=""17622.323""","=""11""","=""""",,"=""27480.066""","=""45102.381""","=""3d2.(1D).4s.4p.(3P*)""","=""x 3D*""","=""3""","=""3d2.4s.(2D).5s""","=""3D""","=""3""",,"=""""","=""L10989""",
Ti,1,"=""567.3419""","=""0.0004""","=""567.34201""","=""0.00010""","=""17621.167""","=""20""","=""""",,"=""25388.331""","=""43009.4937""","=""3d2.(3F).4s.4p.(1P*)""","=""y 3F*""","=""4""","=""3d4""","=""3F1""","=""4""",,"=""""","=""L10989""",
Ti,1,"=""567.4679""","=""0.0004""","=""567.4678""","=""0.0003""","=""17617.255""","=""3""","=""""",,"=""27480.066""","=""45097.323""","=""3d2.(1D).4s.4p.(3P*)""","=""x 3D*""","=""3""","=""3d2.4s.(2D).5s""","=""3D""","=""2""",,"=""""","=""L10989""",
Ti,1,"=""567.5409""","=""0.0004""","=""567.54108""","=""0.00013""","=""17614.989""","=""230""","=""1.56e+07""",B+,"=""18593.947""","=""36208.929""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5D*""","=""3""","=""3d2.4s.(4F).5s""","=""e 5F""","=""4""",,"=""T6897""","=""L10989""",
Ti,1,"=""567.9914""","=""0.0004""","=""567.99170""","=""0.00019""","=""17601.016""","=""72""","=""1.1e+07""",D,"=""19937.855""","=""37538.862""","=""3d2.(3F).4s.4p.(3P*)""","=""z 3D*""","=""1""","=""3d2.4s.(4F).5s""","=""e 3F""","=""2""",,"=""T4401n""","=""L10989""",
Ti,1,"=""568.9459""","=""0.0004""","=""568.94606""","=""0.00013""","=""17571.488""","=""160""","=""1.28e+07""",B+,"=""18525.059""","=""36096.542""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5D*""","=""2""","=""3d2.4s.(4F).5s""","=""e 5F""","=""3""",,"=""T6897""","=""L10989""",
Ti,1,"=""569.8401""","=""0.0004""","=""569.8403""","=""0.0003""","=""17543.915""","=""5""","=""""",,"=""18141.265""","=""35685.174""","=""3d3.(2H).4s""","=""a 3H""","=""5""","=""3d3.(2G).4p""","=""y 3H*""","=""6""",,"=""""","=""L10989""",
Ti,1,"=""570.1641""","=""0.0004""","=""570.16461""","=""0.00013""","=""17533.946""","=""7""","=""""",,"=""20126.062""","=""37659.992""","=""3d2.(3F).4s.4p.(3P*)""","=""z 3D*""","=""3""","=""3d2.4s.(4F).5s""","=""e 3F""","=""3""",,"=""""","=""L10989""",
Ti,1,"=""570.2005""","=""0.0004""","=""570.20061""","=""0.00016""","=""17532.827""","=""9""","=""""",,"=""20006.039""","=""37538.862""","=""3d2.(3F).4s.4p.(3P*)""","=""z 3D*""","=""2""","=""3d2.4s.(4F).5s""","=""e 3F""","=""2""",,"=""""","=""L10989""",
Ti,1,"=""570.2659""","=""0.0004""","=""570.26566""","=""0.00016""","=""17530.817""","=""100""","=""1.04e+07""",B+,"=""18482.774""","=""36013.597""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5D*""","=""1""","=""3d2.4s.(4F).5s""","=""e 5F""","=""2""",,"=""T6897""","=""L10989""",
Ti,1,"=""570.3897""","=""0.0004""","=""570.38982""","=""0.00010""","=""17527.010""","=""8""","=""""",,"=""25438.908""","=""42965.9148""","=""3d3.(4F).4p""","=""y 3D*""","=""2""","=""3d4""","=""3F1""","=""3""",,"=""""","=""L10989""",
Ti,1,"=""570.5385""","=""0.0004""","=""570.53865""","=""0.00020""","=""17522.441""","=""3""","=""""",,"=""18037.213""","=""35559.648""","=""3d3.(2H).4s""","=""a 3H""","=""4""","=""3d3.(2G).4p""","=""y 3H*""","=""5""",,"=""""","=""L10989""",
Ti,1,"=""570.6768""","=""0.0004""","=""570.67710""","=""0.00013""","=""17518.192""","=""3""","=""""",,"=""25438.908""","=""42957.092""","=""3d3.(4F).4p""","=""y 3D*""","=""2""","=""3d4""","=""3F1""","=""2""",,"=""""","=""L10989""",
Ti,1,"=""570.8198""","=""0.0004""","=""570.82011""","=""0.00013""","=""17513.805""","=""52""","=""3.43e+06""",B+,"=""18695.134""","=""36208.929""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5D*""","=""4""","=""3d2.4s.(4F).5s""","=""e 5F""","=""4""",,"=""T6897""","=""L10989""",
Ti,1,"=""570.9904""","=""0.0004""","=""570.99026""","=""0.00010""","=""17508.573""","=""2""","=""""",,"=""25102.875""","=""42611.4510""","=""3d2.(3P).4s.4p.(3P*)""","=""z 5S*""","=""2""","=""3d2.4s.(4F).4d""","=""e 5P""","=""1""",,"=""""","=""L10989""",
Ti,1,"=""571.1853""","=""0.0004""","=""571.18539""","=""0.00013""","=""17502.599""","=""77""","=""5.99e+06""",B+,"=""18593.947""","=""36096.542""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5D*""","=""3""","=""3d2.4s.(4F).5s""","=""e 5F""","=""3""",,"=""T6897""","=""L10989""",
Ti,1,"=""571.3881""","=""0.0004""","=""571.3881""","=""0.0003""","=""17496.387""","=""51""","=""""",,"=""18462.722""","=""35959.109""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5D*""","=""0""","=""3d2.4s.(4F).5s""","=""e 5F""","=""1""",,"=""""","=""L10989""",
Ti,1,"=""571.5114""","=""0.0004""","=""571.5116""","=""0.0003""","=""17492.610""","=""200""","=""""",,"=""18192.570""","=""35685.174""","=""3d3.(2H).4s""","=""a 3H""","=""6""","=""3d3.(2G).4p""","=""y 3H*""","=""6""",,"=""""","=""L10989""",
Ti,1,"=""571.6442""","=""0.0004""","=""571.64450""","=""0.00013""","=""17488.547""","=""74""","=""7.70e+06""",B+,"=""18525.059""","=""36013.597""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5D*""","=""2""","=""3d2.4s.(4F).5s""","=""e 5F""","=""2""",,"=""T6897""","=""L10989""",
Ti,1,"=""572.0435""","=""0.0004""","=""572.04366""","=""0.00016""","=""17476.339""","=""51""","=""8.6e+06""",D,"=""18482.774""","=""35959.109""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5D*""","=""1""","=""3d2.4s.(4F).5s""","=""e 5F""","=""1""",,"=""T4401n""","=""L10989""",
Ti,1,"=""572.3375""","=""0.0004""","=""572.33743""","=""0.00010""","=""17467.363""","=""2""","=""""",,"=""25438.908""","=""42906.2727""","=""3d3.(4F).4p""","=""y 3D*""","=""2""","=""3d2.4s.(4F).4d""","=""3D""","=""3""",,"=""""","=""L10989""",
Ti,1,"=""573.1113""","=""0.0004""","=""573.11179""","=""0.00020""","=""17443.778""","=""4""","=""""",,"=""17995.487""","=""35439.251""","=""3d3.(2P).4s""","=""b 3P""","=""0""","=""3d2.(3P).4s.4p.(1P*)""","=""y 3S*""","=""1""",,"=""""","=""L10989""",
Ti,1,"=""573.4192""","=""0.0004""","=""573.41977""","=""0.00013""","=""17434.414""","=""2""","=""""",,"=""25797.595""","=""43231.9903""","=""3d2.(3P).4s.4p.(3P*)""","=""5D*""","=""3""","=""3d2.4s.(4F).4d""","=""g 5F""","=""4""",,"=""""","=""L10989""",
Ti,1,"=""573.4310""","=""0.0004""","=""573.43112""","=""0.00013""","=""17434.054""","=""9""","=""""",,"=""18525.059""","=""35959.109""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5D*""","=""2""","=""3d2.4s.(4F).5s""","=""e 5F""","=""1""",,"=""""","=""L10989""",
Ti,1,"=""573.9049""","=""0.0004""","=""573.90516""","=""0.00013""","=""17419.657""","=""9""","=""8.50e+05""",B,"=""18593.947""","=""36013.597""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5D*""","=""3""","=""3d2.4s.(4F).5s""","=""e 5F""","=""2""",,"=""T6897""","=""L10989""",
Ti,1,"=""573.9468""","=""0.0004""","=""573.94690""","=""0.00020""","=""17418.385""","=""170""","=""4.6e+06""",D,"=""18141.265""","=""35559.648""","=""3d3.(2H).4s""","=""a 3H""","=""5""","=""3d3.(2G).4p""","=""y 3H*""","=""5""",,"=""T4401n""","=""L10989""",
Ti,1,"=""573.9978""","=""0.0004""","=""573.99778""","=""0.00023""","=""17416.839""","=""82""","=""4.8e+06""",D,"=""18037.213""","=""35454.052""","=""3d3.(2H).4s""","=""a 3H""","=""4""","=""3d3.(2G).4p""","=""y 3H*""","=""4""",,"=""T4401n""","=""L10989""",
Ti,1,"=""574.1197""","=""0.0004""","=""574.1201""","=""0.0003""","=""17413.140""","=""17""","=""""",,"=""20209.447""","=""37622.575""","=""3d3.(2D2).4s""","=""b 1D""","=""2""","=""3d.4s2.4p""","=""x 1F*""","=""3""",,"=""""","=""L10989""",
Ti,1,"=""574.1394""","=""0.0004""","=""574.13951""","=""0.00010""","=""17412.542""","=""2""","=""""",,"=""25493.733""","=""42906.2727""","=""3d2.(1D).4s.4p.(3P*)""","=""3P*""","=""2""","=""3d2.4s.(4F).4d""","=""3D""","=""3""",,"=""""","=""L10989""",
Ti,1,"=""574.4462""","=""0.0004""","=""574.44646""","=""0.00017""","=""17403.244""","=""4""","=""""",,"=""25926.771""","=""43330.0066""","=""3d2.(3P).4s.4p.(3P*)""","=""5D*""","=""4""","=""3d2.4s.(4F).4d""","=""g 5F""","=""5""",,"=""""","=""L10989""",
Ti,1,"=""574.5065""","=""0.0004""","=""574.50679""","=""0.00013""","=""17401.418""","=""5""","=""3.11e+05""",C+,"=""18695.134""","=""36096.542""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5D*""","=""4""","=""3d2.4s.(4F).5s""","=""e 5F""","=""3""",,"=""T6897""","=""L10989""",
Ti,1,"=""575.1749""","=""0.0004""","=""575.17527""","=""0.00017""","=""17381.194""","=""3""","=""""",,"=""26494.330""","=""43875.514""","=""3d3.(4F).4p""","=""y 5G*""","=""2""","=""3d3.(4F).4d""","=""5F""","=""1""",,"=""""","=""L10989""",
Ti,1,"=""575.2853""","=""0.0004""","=""575.28515""","=""0.00013""","=""17377.861""","=""11""","=""""",,"=""18061.387""","=""35439.251""","=""3d3.(2P).4s""","=""b 3P""","=""1""","=""3d2.(3P).4s.4p.(1P*)""","=""y 3S*""","=""1""",,"=""""","=""L10989""",
Ti,1,"=""575.6424""","=""0.0004""","=""575.64244""","=""0.00020""","=""17367.080""","=""7""","=""""",,"=""18192.570""","=""35559.648""","=""3d3.(2H).4s""","=""a 3H""","=""6""","=""3d3.(2G).4p""","=""y 3H*""","=""5""",,"=""""","=""L10989""",
Ti,1,"=""575.6848""","=""0.0004""","=""575.68505""","=""0.00010""","=""17365.801""","=""18""","=""""",,"=""25643.701""","=""43009.4937""","=""3d3.(4F).4p""","=""y 3D*""","=""3""","=""3d4""","=""3F1""","=""4""",,"=""""","=""L10989""",
Ti,1,"=""576.2209""","=""0.0004""","=""576.22086""","=""0.00013""","=""17349.644""","=""5""","=""""",,"=""26564.400""","=""43914.0450""","=""3d3.(4F).4p""","=""y 5G*""","=""3""","=""3d3.(4F).4d""","=""5F""","=""2""",,"=""""","=""L10989""",
Ti,1,"=""576.2284""","=""0.0004""","=""576.22863""","=""0.00013""","=""17349.418""","=""50""","=""""",,"=""26494.330""","=""43843.741""","=""3d3.(4F).4p""","=""y 5G*""","=""2""","=""3d3.(4F).4d""","=""f 5H""","=""3""",,"=""""","=""L10989""",
Ti,1,"=""576.3547""","=""0.0004""","=""576.35487""","=""0.00017""","=""17345.616""","=""6""","=""""",,"=""20209.447""","=""37555.058""","=""3d3.(2D2).4s""","=""b 1D""","=""2""","=""3d3.(2G).4p""","=""v 3G*""","=""3""",,"=""""","=""L10989""",
Ti,1,"=""576.6326""","=""0.0004""","=""576.63266""","=""0.00013""","=""17337.256""","=""61""","=""""",,"=""26564.400""","=""43901.6548""","=""3d3.(4F).4p""","=""y 5G*""","=""3""","=""3d3.(4F).4d""","=""f 5H""","=""4""",,"=""""","=""L10989""",
Ti,1,"=""576.6561""","=""0.0004""","=""576.65599""","=""0.00010""","=""17336.551""","=""3""","=""""",,"=""25317.814""","=""42654.3674""","=""3d3.(4F).4p""","=""y 3D*""","=""1""","=""3d2.4s.(4F).4d""","=""3D""","=""1""",,"=""""","=""L10989""",
Ti,1,"=""576.8322""","=""0.0004""","=""576.83190""","=""0.00010""","=""17331.257""","=""3""","=""""",,"=""25438.908""","=""42770.1745""","=""3d3.(4F).4p""","=""y 3D*""","=""2""","=""3d2.4s.(4F).4d""","=""3D""","=""2""",,"=""""","=""L10989""",
Ti,1,"=""577.1334""","=""0.0004""","=""577.13336""","=""0.00010""","=""17322.214""","=""5""","=""""",,"=""25643.701""","=""42965.9148""","=""3d3.(4F).4p""","=""y 3D*""","=""3""","=""3d4""","=""3F1""","=""3""",,"=""""","=""L10989""",
Ti,1,"=""577.4026""","=""0.0004""","=""577.40280""","=""0.00013""","=""17314.137""","=""75""","=""5.5e+07""",D,"=""26657.416""","=""43971.5467""","=""3d3.(4F).4p""","=""y 5G*""","=""4""","=""3d3.(4F).4d""","=""f 5H""","=""5""",,"=""T4401n""","=""L10989""",
Ti,1,"=""577.4475""","=""0.0004""","=""577.44761""","=""0.00023""","=""17312.790""","=""7""","=""""",,"=""18141.265""","=""35454.052""","=""3d3.(2H).4s""","=""a 3H""","=""5""","=""3d3.(2G).4p""","=""y 3H*""","=""4""",,"=""""","=""L10989""",
Ti,1,"=""577.4663""","=""0.0004""","=""577.46619""","=""0.00013""","=""17312.228""","=""6""","=""""",,"=""26657.416""","=""43969.6460""","=""3d3.(4F).4p""","=""y 5G*""","=""4""","=""3d3.(4F).4d""","=""5F""","=""3""",,"=""""","=""L10989""",
Ti,1,"=""578.0760""","=""0.0004""","=""578.07609""","=""0.00013""","=""17293.968""","=""23""","=""""",,"=""18145.286""","=""35439.251""","=""3d3.(2P).4s""","=""b 3P""","=""2""","=""3d2.(3P).4s.4p.(1P*)""","=""y 3S*""","=""1""",,"=""""","=""L10989""",
Ti,1,"=""578.5652""","=""0.0004""","=""578.56534""","=""0.00013""","=""17279.344""","=""10""","=""""",,"=""26564.400""","=""43843.741""","=""3d3.(4F).4p""","=""y 5G*""","=""3""","=""3d3.(4F).4d""","=""f 5H""","=""3""",,"=""""","=""L10989""",
Ti,1,"=""578.5977""","=""0.0004""","=""578.59795""","=""0.00013""","=""17278.375""","=""90""","=""6.1e+07""",D,"=""26772.968""","=""44051.3351""","=""3d3.(4F).4p""","=""y 5G*""","=""5""","=""3d3.(4F).4d""","=""f 5H""","=""6""",,"=""T4401n""","=""L10989""",
Ti,1,"=""578.8080""","=""0.0004""","=""578.80809""","=""0.00020""","=""17272.096""","=""4""","=""""",,"=""18287.554""","=""35559.648""","=""3d3.(2G).4s""","=""b 1G""","=""4""","=""3d3.(2G).4p""","=""y 3H*""","=""5""",,"=""""","=""L10989""",
Ti,1,"=""578.9748""","=""0.0004""","=""578.97462""","=""0.00013""","=""17267.120""","=""8""","=""""",,"=""26772.968""","=""44040.0941""","=""3d3.(4F).4p""","=""y 5G*""","=""5""","=""3d3.(4F).4d""","=""5F""","=""4""",,"=""""","=""L10989""",
Ti,1,"=""579.1274""","=""0.0004""","=""579.12737""","=""0.00010""","=""17262.570""","=""4""","=""""",,"=""25643.701""","=""42906.2727""","=""3d3.(4F).4p""","=""y 3D*""","=""3""","=""3d2.4s.(4F).4d""","=""3D""","=""3""",,"=""""","=""L10989""",
Ti,2,"=""579.5082""","=""0.0003""","=""579.50826""","=""0.00006""","=""17251.228""","=""10""","=""""",,"=""53554.9903""","=""70806.2161""","=""3d.(2D).4s.4p.(3P*)""","=""w 2D*""","=""5/2""","=""3d2.(1D).5s""","=""2D""","=""5/2""",,"=""""","=""u37""",
Ti,1,"=""579.7430""","=""0.0004""","=""579.74307""","=""0.00013""","=""17244.241""","=""16""","=""""",,"=""26657.416""","=""43901.6548""","=""3d3.(4F).4p""","=""y 5G*""","=""4""","=""3d3.(4F).4d""","=""f 5H""","=""4""",,"=""""","=""L10989""",
Ti,1,"=""580.4262""","=""0.0004""","=""580.42601""","=""0.00020""","=""17223.942""","=""98""","=""6.8e+07""",D,"=""26910.709""","=""44134.658""","=""3d3.(4F).4p""","=""y 5G*""","=""6""","=""3d3.(4F).4d""","=""f 5H""","=""7""",,"=""T4401n""","=""L10989""",
Ti,1,"=""580.7123""","=""0.0004""","=""580.71225""","=""0.00010""","=""17215.458""","=""2""","=""""",,"=""25438.908""","=""42654.3674""","=""3d3.(4F).4p""","=""y 3D*""","=""2""","=""3d2.4s.(4F).4d""","=""3D""","=""1""",,"=""""","=""L10989""",
Ti,1,"=""580.8198""","=""0.0004""","=""580.81976""","=""0.00017""","=""17212.271""","=""8""","=""""",,"=""26910.709""","=""44122.9818""","=""3d3.(4F).4p""","=""y 5G*""","=""6""","=""3d3.(4F).4d""","=""5F""","=""5""",,"=""""","=""L10989""",
Ti,1,"=""580.9788""","=""0.0004""","=""580.97866""","=""0.00017""","=""17207.562""","=""3""","=""""",,"=""8492.422""","=""25699.987""","=""3d2.4s2""","=""a 3P""","=""1""","=""3d2.(3P).4s.4p.(3P*)""","=""5D*""","=""2""",,"=""""","=""L10989""",
Ti,1,"=""581.2820""","=""0.0004""","=""581.28223""","=""0.00014""","=""17198.586""","=""17""","=""""",,"=""26772.968""","=""43971.5467""","=""3d3.(4F).4p""","=""y 5G*""","=""5""","=""3d3.(4F).4d""","=""f 5H""","=""5""",,"=""""","=""L10989""",
Ti,1,"=""581.3946""","=""0.0004""","=""581.39473""","=""0.00014""","=""17195.256""","=""19""","=""""",,"=""8602.3441""","=""25797.595""","=""3d2.4s2""","=""a 3P""","=""2""","=""3d2.(3P).4s.4p.(3P*)""","=""5D*""","=""3""",,"=""""","=""L10989""",
Ti,3,"=""581.744""","=""""","=""581.744+""","=""""","=""17184.9""","=""10""","=""""",,"=""140019.24""","=""157204.16""","=""3p6.3d.4d""","=""1S""","=""0""","=""3p6.4s.4p""","=""1P*""","=""1""",,"=""""","=""L3593,L11926""",
Ti,1,"=""582.3686""","=""0.0004""","=""582.36854""","=""0.00024""","=""17166.495""","=""65""","=""""",,"=""18287.554""","=""35454.052""","=""3d3.(2G).4s""","=""b 1G""","=""4""","=""3d3.(2G).4p""","=""y 3H*""","=""4""",,"=""""","=""L10989""",
Ti,1,"=""583.1936""","=""0.0004""","=""583.19372""","=""0.00014""","=""17142.211""","=""7""","=""""",,"=""26494.330""","=""43636.5388""","=""3d3.(4F).4p""","=""y 5G*""","=""2""","=""3d3.(4F).4d""","=""5G""","=""3""",,"=""""","=""L10989""",
Ti,1,"=""583.2473""","=""0.0004""","=""583.24757""","=""0.00017""","=""17140.633""","=""13""","=""""",,"=""26910.709""","=""44051.3351""","=""3d3.(4F).4p""","=""y 5G*""","=""6""","=""3d3.(4F).4d""","=""f 5H""","=""6""",,"=""""","=""L10989""",
Ti,1,"=""583.4522""","=""0.0004""","=""583.45206""","=""0.00014""","=""17134.614""","=""11""","=""""",,"=""26564.400""","=""43699.0187""","=""3d3.(4F).4p""","=""y 5G*""","=""3""","=""3d3.(4F).4d""","=""5G""","=""4""",,"=""""","=""L10989""",
Ti,1,"=""583.7294""","=""0.0004""","=""583.72954""","=""0.00010""","=""17126.478""","=""4""","=""""",,"=""25643.701""","=""42770.1745""","=""3d3.(4F).4p""","=""y 3D*""","=""3""","=""3d2.4s.(4F).4d""","=""3D""","=""2""",,"=""""","=""L10989""",
Ti,1,"=""583.7996""","=""0.0004""","=""583.79957""","=""0.00014""","=""17124.418""","=""15""","=""""",,"=""26657.416""","=""43781.8353""","=""3d3.(4F).4p""","=""y 5G*""","=""4""","=""3d3.(4F).4d""","=""5G""","=""5""",,"=""""","=""L10989""",
Ti,1,"=""583.9514""","=""0.0004""","=""583.95143""","=""0.00020""","=""17119.968""","=""12""","=""""",,"=""8492.422""","=""25612.388""","=""3d2.4s2""","=""a 3P""","=""1""","=""3d2.(3P).4s.4p.(3P*)""","=""5D*""","=""0""",,"=""""","=""L10989""",
Ti,1,"=""583.9760""","=""0.0006""","=""583.97596""","=""0.00017""","=""17119.246""","=""""","=""""",,"=""11776.812""","=""28896.059""","=""3d3.(4F).4s""","=""b 3F""","=""4""","=""3d3.(4F).4p""","=""y 5F*""","=""5""",,"=""""","=""L9190""",
Ti,1,"=""584.1173""","=""0.0004""","=""584.11736""","=""0.00014""","=""17115.104""","=""15""","=""""",,"=""26772.968""","=""43888.0708""","=""3d3.(4F).4p""","=""y 5G*""","=""5""","=""3d3.(4F).4d""","=""5G""","=""6""",,"=""""","=""L10989""",
Ti,1,"=""584.6103""","=""0.0004""","=""584.61042""","=""0.00021""","=""17100.671""","=""3""","=""""",,"=""8436.618""","=""25537.286""","=""3d2.4s2""","=""a 3P""","=""0""","=""3d2.(1D).4s.4p.(3P*)""","=""3P*""","=""1""",,"=""""","=""L10989""",
Ti,2,"=""584.659""","=""0.002""","=""584.65788""","=""0.00010""","=""17099.24""","=""4""","=""""",,"=""64979.2810""","=""82078.561""","=""3d2.(3F).4d""","=""e 4G""","=""7/2""","=""3d2.(3F).4f""","=""4G*""","=""9/2""",,"=""""","=""L5432""",
Ti,1,"=""584.7087""","=""0.0004""","=""584.70882""","=""0.00014""","=""17097.795""","=""10""","=""""",,"=""26494.330""","=""43592.1203""","=""3d3.(4F).4p""","=""y 5G*""","=""2""","=""3d3.(4F).4d""","=""5G""","=""2""",,"=""""","=""L10989""",
Ti,1,"=""585.2324""","=""0.0004""","=""585.23267""","=""0.00017""","=""17082.494""","=""27""","=""""",,"=""8492.422""","=""25574.908""","=""3d2.4s2""","=""a 3P""","=""1""","=""3d2.(1D).4s.4p.(3P*)""","=""3P*""","=""0""",,"=""""","=""L10989""",
